jobtitle,experience_level,skill_count,employability_score,readiness_level
"Professor, Asoc Pr, Dean, Program Manager- School Of Engg @6th Pay Com",Fresher,1,1,Low
Urgent Opening for Senior Software Engineer - Java,3-5 Years,1,3,Medium
"Excellent Opportunity For Nurses in Germany , Canada call 8826785035",0-2 Years,1,2,Low
Require Candidates for Online Promotion Work-9634840679,Fresher,1,1,Low
Opening with Relationship Manager - Mortgages for DCB Bank in Delhi,0-2 Years,1,2,Low
CA General Manager - Finance & Accounts for Channai,0-2 Years,1,2,Low
Urgent:need 4 US Bench Sales Recruiter (immediate Joining) -delhi NCR,0-2 Years,1,2,Low
Google Hiring for 100% NON Voice !!!!! Call HR @ 9873860478,Fresher,1,1,Low
Urgent Requirement for SAP Trainee with Live Projects,Fresher,1,1,Low
Hiring in American Express for Customer Service / Collection Process,Fresher,1,1,Low
Accounts & Finance Executive,0-2 Years,1,2,Low
Wordpress Website Designer,0-2 Years,1,2,Low
Campus Recruiter,3-5 Years,1,3,Medium
SMBC - Assistant Manager - Regulatory Reporting.,0-2 Years,1,2,Low
Sales Coordinator,Fresher,1,1,Low
Customer Care Executive Voice Process ITES Call Center Bpo8826158917,Fresher,1,1,Low
Urgent Requirement - Admission Manager - Female - Nehru Place,0-2 Years,1,2,Low
Manager & Associate - Merger & Acquisitions,Fresher,1,1,Low
"Hiring for Websphere Admin / Top IT MNC / Noida, Bangalore, Hydrabad",0-2 Years,1,2,Low
Sales & Relationship Officer - Credit Card Sales,0-2 Years,1,2,Low
Associate / Sr. Associate - Statutory Audit - Consulting - Noida,0-2 Years,1,2,Low
Odoo Developer(openerp) for Dwarka Location,0-2 Years,1,2,Low
Senior Graphic Designer,3-5 Years,1,3,Medium
Sales & Relationship Officer - Credit Card Sales,0-2 Years,1,2,Low
Hiring for Kannada /tamil/ Telugu Language-inbound Process- Day Shift,Fresher,1,1,Low
Sr HR Manager,Fresher,1,1,Low
Wind & Site Engineer,3-5 Years,1,3,Medium
Consultant / Sr Consultant,0-2 Years,1,2,Low
"Junior Advocate, Advocate Assistant, Advocate Trainee(male & Female)",Fresher,1,1,Low
International Business Development Manager,0-2 Years,1,2,Low
Sr Manager Sales - B2B Tours & Travel,3-5 Years,1,3,Medium
"SAP & Salesforce 100 Openings-9848913938,9010562446",Fresher,1,1,Low
Executive Sales & Marketing at Brand Realty Services Ltd,0-2 Years,1,2,Low
RSM (2nd Line Manager) ( Ophthal ) - Ghaziabad,Fresher,1,1,Low
Region Manager 4,3-5 Years,1,3,Medium
Senior Executive/ Assistant Manager- Accounts & Finance,0-2 Years,1,2,Low
Quality Analyst - Call Monitoring ( Inbound Tech Support Process),0-2 Years,1,2,Low
Junior Content Writer,Fresher,1,1,Low
Brand Executive/ Sr. Brand Executive,0-2 Years,1,2,Low
IT Recruiter or HR Recruiter,Fresher,1,1,Low
Web Designer & Graphic Designer (work Timings--6:30 pm - 3:30 am IST),3-5 Years,1,3,Medium
Vp/avp - Business/process Excellence - Six Sigma Black Belt/master Bla,Fresher,1,1,Low
Urgently Hiring FOR HCL Service DESK AND DATA Centre (NON Voice)noida,Fresher,1,1,Low
"Walkin Interview (US IT Recruiter)-btech,bca,be- Night Shift - Delhi",Fresher,1,1,Low
Executive Assistant or GM Secretary,0-2 Years,1,2,Low
Adobe Campaign Lead,0-2 Years,1,2,Low
Domestic Recruiter - Non IT for CMMi Level 3,Fresher,1,1,Low
Freshers / 0-2 yrs Young Sales Team - Delhi & Hyderabad - 15pos.,Fresher,1,1,Low
Lead Game Designer - Start up,3-5 Years,1,3,Medium
Technical Trainer - Microsoft,3-5 Years,1,3,Medium
QA -testing,Fresher,1,1,Low
HR Gerenalist,0-2 Years,1,2,Low
".NET Developer, 2-3 Years, Delhi",0-2 Years,1,2,Low
Looking Immediate Joiner - PL SQL Developer/ Sr. Developer,3-5 Years,1,3,Medium
Logistics Engineer,0-2 Years,1,2,Low
Doctor for TPA,Fresher,1,1,Low
"Executive Secretary To MD, Personal Assistant To MD",3-5 Years,1,3,Medium
"Urgent!! iOS / Iphone App Sr. Software Developer, Iphone App Engineer",0-2 Years,1,2,Low
PD Design cum Merchandiser Nift & Pearl Buying House Female Noida,0-2 Years,1,2,Low
"Sr Pathologist in Hematology Deptt, Dr. Lal Pathlabs Ltd. Rohini",0-2 Years,1,2,Low
PHP Developer - Experience on Zend Framework Required,0-2 Years,1,2,Low
Chief General Manager / General Manager- Plant Noida,Fresher,1,1,Low
Relationship Manager - HNI,3-5 Years,1,3,Medium
IOS Mobile Developer : 5 - 7yrs,3-5 Years,1,3,Medium
HR Manager,3-5 Years,1,3,Medium
Automobile Engineer,Fresher,1,1,Low
Hiring for our Client - Business Development Executive,Fresher,1,1,Low
Urgent Openings for Admin Positions,0-2 Years,1,2,Low
Executive/sr. Exe- Sales & Marketing - Noida (urgent),Fresher,1,1,Low
Urgent Requirement for .NET,3-5 Years,1,3,Medium
Delivery Mgt Consultant (desktop Engg COE Lead),0-2 Years,1,2,Low
Junior Engineer Instrumentation,Fresher,1,1,Low
Hiring for Technical Support Engineer in Gurgaon - Call 9628373767,Fresher,1,1,Low
Urgent Opening for Marketing Executive,Fresher,1,1,Low
"Front Office - Male Required,(open to work in Shifts)",0-2 Years,1,2,Low
Megadrive for Grad Freshers-intnl Voice Proces call Trisha,Fresher,1,1,Low
Hiring for Top Captive Bpo's call Waseem,0-2 Years,1,2,Low
Delivery Mgt Consultant (SQL COE),0-2 Years,1,2,Low
"Bring in the Best, Work with the best (required Legal Professionals )",Fresher,1,1,Low
Business Analyst,0-2 Years,1,2,Low
DMM ( Divisional Merchan Manager ) Woven & Knits Gurgaon Male & Female,Fresher,1,1,Low
Digital Marketing Manager | Edtech Startup | Delhi/ Blr,3-5 Years,1,3,Medium
Java Lead - Production Support - Gurgaon - Interview on May7th 2016,3-5 Years,1,3,Medium
Digital Marketing cum Account Manager,0-2 Years,1,2,Low
Share Point Developer | Product Based Client | Delhi / NCR,3-5 Years,1,3,Medium
Hiring FOR MNC BPO Customer CARE Executive IN Voice Process 9953047041,Fresher,1,1,Low
Graphic Designer,0-2 Years,1,2,Low
Resident Medical Officer(icu/emergency),3-5 Years,1,3,Medium
BPO Jobs: Openings for CCE in Inbound BPO for Fresher 9953920830,Fresher,1,1,Low
International Voice UK Shift Captive Unit_vasu 9953325431,Fresher,1,1,Low
Freshers -technical Recruiter(night Shift),Fresher,1,1,Low
Mobile Handset Sales,0-2 Years,1,2,Low
Freelancer - Business Development Mgr. - Excellent Network,0-2 Years,1,2,Low
Debt Manager - Pan India,Fresher,1,1,Low
Sales Officer - Bangalore,0-2 Years,1,2,Low
International Travel Process / UK Shift / Sal 24K + Incen / 9711193545,Fresher,1,1,Low
.Net MVC Programmers,0-2 Years,1,2,Low
IT - Technical Architect,0-2 Years,1,2,Low
Head - Recruitment - Ecommerce,Fresher,1,1,Low
Analytics Executive,Fresher,1,1,Low
Java ESB Integration Developer,Fresher,1,1,Low
Technical Support -voice Process-international BPO 8586082750,Fresher,1,1,Low
"Front Office Executive, Senior Front Office Executive",0-2 Years,1,2,Low
Junior Civil Engineer (For Reputed Construction Companies),Fresher,1,1,Low
"Citrix Admistrator SME, 10+ Yrs Exp, IBM, India, Open Package",Fresher,1,1,Low
Travel Consultant,0-2 Years,1,2,Low
Urgent Hirings Computer Operators for Marketing -8171476631,Fresher,1,1,Low
Business Development Manager Recruitment for CMMi Level 3,0-2 Years,1,2,Low
Oracle DBA Consultant,0-2 Years,1,2,Low
Industrybuying.com - Category Head - Furniture/hospitality & Food Serv,0-2 Years,1,2,Low
Sales Manager/sr. Sales Manager For Kwench Global in Noida,3-5 Years,1,3,Medium
Manager - Finance & Accounts,0-2 Years,1,2,Low
Hiring for Female Executive Assistant -gurgaon,3-5 Years,1,3,Medium
Brand Manager,3-5 Years,1,3,Medium
Hiring for MNC Bpo _customer care Executive_voice Process#us Shift,Fresher,1,1,Low
BPO Outbond Process Call Center B.p.o Jobs,Fresher,1,1,Low
Executive Assistant to Associate Vice President,3-5 Years,1,3,Medium
Project Scientist,5+ Years,1,4,Medium
Urgent Hiring for Sales Professional in PAN India,3-5 Years,1,3,Medium
Vendor Relations Specialist - Startup,0-2 Years,1,2,Low
Junior Quality Analyst,Fresher,1,1,Low
Front End/ui Developer - Javascript/angularjs,0-2 Years,1,2,Low
Am/manager-product Costing(from Auto Component Ind Only),Fresher,1,1,Low
"Paytm REQ CCE , Freshers FOR Hindi BPO~ CALL Centr Shivangi 9958299259",Fresher,1,1,Low
UI Designer-mobile Applications,0-2 Years,1,2,Low
Sales Officer & Sr. Sales Officer,0-2 Years,1,2,Low
Fresher's !! Fresher's !! Fresher's C@ll 9821580202,Fresher,1,1,Low
Sr. Manager - Govt Regulatory Affairs - Smartphone Giant - Delhi / NCR,0-2 Years,1,2,Low
Embedded Software Developer,Fresher,1,1,Low
Business Development Manager,0-2 Years,1,2,Low
Preschool Teacher/ Day Care Teacher,Fresher,1,1,Low
Hiring for Quality Analyst @4lpa_call 9999647390,0-2 Years,1,2,Low
Require Candidates for Online Promotion Work-8979313403,Fresher,1,1,Low
"SAP Testing, SAP Tester",Fresher,1,1,Low
Shift LEAD,3-5 Years,1,3,Medium
Textile Designer,Fresher,1,1,Low
Sales & Relationship Officer - Credit Card Sales,0-2 Years,1,2,Low
Internal Audit Big4 Consulting Across Levels.,3-5 Years,1,3,Medium
Juniper-routing/switching,0-2 Years,1,2,Low
Associate - DT - IAS,0-2 Years,1,2,Low
Urgent Opening for - IT Manager,0-2 Years,1,2,Low
Office Coordinator,0-2 Years,1,2,Low
Tech Lead - PHP / Open Source - Ecommerce,3-5 Years,1,3,Medium
Sharepoint Developer_full Time_delhi,3-5 Years,1,3,Medium
Assistant Pharmacist - For Reputed Pharmaceutical Research Company,Fresher,1,1,Low
Preferred RM (Mgr & Sr.mgr Grade) : Leading NBFC : Across India,Fresher,1,1,Low
Purchase Manager - Packaging Industries - Noida -urgent Requirement,0-2 Years,1,2,Low
Sr.manager/manager - Sales (2-8 Years),0-2 Years,1,2,Low
Sr. Accountant | Sr. Accounts Executive -taxation Manager 01165001036,3-5 Years,1,3,Medium
Assistant/ Deputy Manager- E- Commerce,3-5 Years,1,3,Medium
Cognos BI Developer,0-2 Years,1,2,Low
Hardware/fpga Design Engineer for ADAS - Startup,Fresher,1,1,Low
Urgent Hiring Customer Relationship Managers | Inside Sales| 0 - 5 yrs,Fresher,1,1,Low
Immediate Opening for TSO - Delhi,0-2 Years,1,2,Low
We are Hiring for CCE /CSE Profile--full/ Part Time-cl Raj 9990432232,Fresher,1,1,Low
Content Strategist - Startup,0-2 Years,1,2,Low
Manager / Sr Manager- Exhibition Sales,3-5 Years,1,3,Medium
Executive Manager - Human Resource - Start up,0-2 Years,1,2,Low
Fashion Consultant Opening in Bestseller Wholesale Pvt. Ltd.,Fresher,1,1,Low
Architect/tech Specialist/lead - .net/wpf/wcf,Fresher,1,1,Low
Senior Tele Sales Officers / Managers for a Reputed Matrimonial Bureau,0-2 Years,1,2,Low
Hiring for our Client - Business Development Executive,Fresher,1,1,Low
HR Executive-recruitment II Immediate Requirement Call-9599071688,Fresher,1,1,Low
Executive/ Sr. Executive IT,0-2 Years,1,2,Low
Accounts Assistant,0-2 Years,1,2,Low
Job Opening for BDM (recruitment Sales)-gurgaon,0-2 Years,1,2,Low
Fresher: Sales & Marketing Officer,Fresher,1,1,Low
Executive Secretary,3-5 Years,1,3,Medium
Super Urgent Requirement for DEAN for Management College,Fresher,1,1,Low
Hiring FOR International BPO IN Voice Process CALL Divya,Fresher,1,1,Low
Microsoft lync Administrator,3-5 Years,1,3,Medium
Kannada / Tamil / Telugu Language-inbound Process- Day Shift,Fresher,1,1,Low
Freshers Required for Customer Care Executive Voice/backend Process,Fresher,1,1,Low
Topmost 20 Bpo's! EASY Selection & Sat-sun OFF! SAL 20k-25k 9560898515,Fresher,1,1,Low
"Product Manager, New Delhi",0-2 Years,1,2,Low
Trade Desk Officer,0-2 Years,1,2,Low
Urgent Requirement: SME for a Reputed BPO in Gurgaon,0-2 Years,1,2,Low
Urgent Hiring of Travel Counselor/ticketing Consutant,Fresher,1,1,Low
SAP UI5 Developer,0-2 Years,1,2,Low
Statutory Audit Opening with a Leading MNC,Fresher,1,1,Low
Recruitment || Sr Executive||assistant Manager || Nehru Place,0-2 Years,1,2,Low
International Voice & Chat Process (gugoan) call Natasha@ 9871828723,0-2 Years,1,2,Low
Team Leader-technical,Fresher,1,1,Low
Manager - Digital Sales - Startup,Fresher,1,1,Low
Devops Engineer - Noida,Fresher,1,1,Low
Hiring for Chat Process in Noida Location @ 9811698895,Fresher,1,1,Low
Graphic Designer @ A Seamless 360 Degree Online Solutions,0-2 Years,1,2,Low
Build Release Engineer,0-2 Years,1,2,Low
Sr. Technical Manager(reputed System Integration Company),3-5 Years,1,3,Medium
Quality Analyst/senior Quality Analyst,0-2 Years,1,2,Low
Technical Assistant - Electrical Engineering,5+ Years,1,4,Medium
"Hiring Freshers for US IT Stafing , BDE / BDM in Dwarka , Delhi",Fresher,1,1,Low
Genp@ct is Hiring for Collection/customer care Call@ 8586082750,Fresher,1,1,Low
Online Sales Executive,0-2 Years,1,2,Low
Executive - Accounts Receivable,0-2 Years,1,2,Low
Manager/ Group Manager - Research - Lifesciences/ Healthcare,Fresher,1,1,Low
We are Looking for Core Java Developer with Centurylink at Noida,0-2 Years,1,2,Low
Ss-unix-l1_imts_se_delhi,0-2 Years,1,2,Low
TOP MOST BPO Brands Opening FOR Voice-day US Shift 9560898515,Fresher,1,1,Low
Asst Manager - Sales,5+ Years,1,4,Medium
Vice President - F&A Operations - R2r/p2p/o2c - Ca/cpa - BPO,0-2 Years,1,2,Low
Manager Legal - Labour Laws / Industrial Relations,Fresher,1,1,Low
HR Executive,0-2 Years,1,2,Low
Walk in : Customer Care Executive for an E-commerce Company,Fresher,1,1,Low
"Physical Education Teacher, Swimming Coach .",0-2 Years,1,2,Low
Opening for Sales Manager- Mortgage loan,0-2 Years,1,2,Low
Sales Executive Loc-chandni Chowk (8459748450),0-2 Years,1,2,Low
Junior Engineer - Electrical,Fresher,1,1,Low
Lead ODI Developer,3-5 Years,1,3,Medium
Design Engg. - Mechanical - Greater Noida -medium Voltage Industry,0-2 Years,1,2,Low
Business Operations Manager - PLM Domain Firm,0-2 Years,1,2,Low
Senior Manager-finance & Accounts-gurgaon-fmcg,0-2 Years,1,2,Low
Senior Developer C#.net in Software Products Company Noida,0-2 Years,1,2,Low
Urgently Hiring FOR Google Adwords(cognizant) Gurgaon,0-2 Years,1,2,Low
Privilege Banker_pan India,3-5 Years,1,3,Medium
Urgent Opening for Software Developer,0-2 Years,1,2,Low
Mt/am / Manager - Corporate Sales Naukri.com,Fresher,1,1,Low
Startup iOS Engineer - Objective C/ Swift,Fresher,1,1,Low
"Opening for Quality Analyst, Day Shifts",0-2 Years,1,2,Low
Sales Coordinator/back-end Coordinator,0-2 Years,1,2,Low
GFS Associate Capital Reportin,3-5 Years,1,3,Medium
Tutor Required for Secondary School Subjects - Delhi,Fresher,1,1,Low
Pre School Teacher,Fresher,1,1,Low
Startup iOS Developer,3-5 Years,1,3,Medium
"Laboratory Interns @ Max Hospital, Vaishali",Fresher,1,1,Low
HR Manager,3-5 Years,1,3,Medium
Manager of Operations,Fresher,1,1,Low
Area Sales Manager,0-2 Years,1,2,Low
Sr. Engineer- Firmware,0-2 Years,1,2,Low
Manager Operations,0-2 Years,1,2,Low
SEO Analyst,0-2 Years,1,2,Low
Urgent Opening for Java Developer/ Sr. Developer,3-5 Years,1,3,Medium
Wipro Hiring FOR DAY Shift IN Noida International Bpo.7042844566,Fresher,1,1,Low
Quality Manager,Fresher,1,1,Low
Hiring for our Client - Telesales Executive,Fresher,1,1,Low
Director - Analytics & Insights,Fresher,1,1,Low
Sr. Executive- HR (HR Payroll),3-5 Years,1,3,Medium
Bulk Hiring for Technical Sales- Salary upto 40K- Call 8260249699,0-2 Years,1,2,Low
US Technical Sales Agent for Okhla Sal upto 40k Call- 8260249699,0-2 Years,1,2,Low
Finance Business Partner - CA - FMCG,3-5 Years,1,3,Medium
Consultant - Anaesthesia / Critical care,Fresher,1,1,Low
Scm-solutions,3-5 Years,1,3,Medium
Receptionist - Male Required (open to work in Shifts),Fresher,1,1,Low
Sales Officer/sales Executive,0-2 Years,1,2,Low
Reporting Anlyst /advance Excel MNC Noida 8130663335,0-2 Years,1,2,Low
Manager - Transaction Advisory - Real Estate,Fresher,1,1,Low
Required Quality Analyst in HDFC Bank,Fresher,1,1,Low
Java Developer,0-2 Years,1,2,Low
Product Manager,Fresher,1,1,Low
Senior Associate - Financial Planning & Analysis - CA - Private Equity,3-5 Years,1,3,Medium
Urgent Opening for Sales Executive (real Estate),0-2 Years,1,2,Low
Medical Representative,5+ Years,1,4,Medium
Executive Assistant To Managing Director (male Only),3-5 Years,1,3,Medium
Features Writer - Start up,0-2 Years,1,2,Low
BW Consultant,0-2 Years,1,2,Low
Required Subject Matter Expert (part Time),Fresher,1,1,Low
Software Engineer - Startup,3-5 Years,1,3,Medium
Placement Coordinator,0-2 Years,1,2,Low
Tl-quality Analyst /test Engineer/se/sse/tl - Automation/manual,3-5 Years,1,3,Medium
Student Psychologist-only Female Candidates,0-2 Years,1,2,Low
Hiring for HR Recruiter-bpo Ites(full Time/freelancer/work from Home),0-2 Years,1,2,Low
Urgent Requirement for Electrical Manager for Greater Noida,Fresher,1,1,Low
Urgently Required - Doctor(tpa/panel Billing),Fresher,1,1,Low
Recruitment Consultant,0-2 Years,1,2,Low
Required Product Executives for Two Weheeler loan Division ....,3-5 Years,1,3,Medium
Opening For Trainer - Phlebotomy -west Delhi Location,0-2 Years,1,2,Low
Reqd. Child or Female Voice Over Artists at Www.deepakvoice.com,Fresher,1,1,Low
Bts Engineer,Fresher,1,1,Low
Sr.prac 4 Servdelvry - HR GGN SSS,0-2 Years,1,2,Low
Assistant Sales Manager,Fresher,1,1,Low
Medical Representative - MR - Delhi/ghaziabad,Fresher,1,1,Low
Manager - DT Corporate tax,3-5 Years,1,3,Medium
Urgent Hiring FOR PHP Developer (exp:1 Year+) CAKE PHP MUST,0-2 Years,1,2,Low
Urgent Opening for- Mechanical/ Automobile / Aeronautical Engineers,Fresher,1,1,Low
Java Developer for a Product Based Organisation,3-5 Years,1,3,Medium
Urgent Requirement for Cse/voice Process,Fresher,1,1,Low
HRIS Program Manager (SAP ),0-2 Years,1,2,Low
Urgent Requirement for Asp.net with TSQL,3-5 Years,1,3,Medium
Hiring: Senior/ Team Lead- Content Writer,3-5 Years,1,3,Medium
MAX Life Insurance Hiring ADM - Very Urgent Opening .,3-5 Years,1,3,Medium
Junior Engineer - Maintenance,Fresher,1,1,Low
Urgent req. Logistic Person for Export Oriented Pharma Cpy at Noida.,Fresher,1,1,Low
Mobile App Developer - Android/iphone,3-5 Years,1,3,Medium
Hiring Service Now Developer for Noida & Bangalore Location,3-5 Years,1,3,Medium
Day Job - AM- Inbound Process with Renowned MNC,Fresher,1,1,Low
Urgent Required of Female Fresher / Graduate /undergraduate,Fresher,1,1,Low
Delivery Mgt Consultant (asset Mangement COE),0-2 Years,1,2,Low
Retail Merchandiser,0-2 Years,1,2,Low
Chartered Accountant -,Fresher,1,1,Low
Customer Care Executive(female),Fresher,1,1,Low
Deputy Manager - Human Resources,5+ Years,1,4,Medium
Phone Banking Officer,Fresher,1,1,Low
Hr Recruiter - Impetus Hr - Day Shift - Call Indrani @ 9599071688,Fresher,1,1,Low
Lab Technician(for NABL LAB),0-2 Years,1,2,Low
AR Caller / Sr. AR Follow : Noida : Direct Opening with an MNC,0-2 Years,1,2,Low
Associate Counsel - Corporate Secreterial & Legal,3-5 Years,1,3,Medium
Junior CAD Engineer,Fresher,1,1,Low
Part Time Jobs- Hamleys,Fresher,1,1,Low
Associate - Customer Delight,Fresher,1,1,Low
Manager - Sales Training .,Fresher,1,1,Low
Senior Officer-it,0-2 Years,1,2,Low
Hiring for BDM for a FRRO & Relocation Service Company(only Female),0-2 Years,1,2,Low
Leading IT Company is Hiring Test Automation Engineer for Gurgaon,3-5 Years,1,3,Medium
Walk-in for Backend / Domestic Voice/ Semi Technical Voice - Gurgaon -,Fresher,1,1,Low
Aegis Hiring 4 DAY Shifts IN Blended Process 4 Gurgaon Call,Fresher,1,1,Low
Procurement Manager,0-2 Years,1,2,Low
Business Development Executive/assistant Manager/manager,0-2 Years,1,2,Low
Assistant Manager- HR,3-5 Years,1,3,Medium
International bpo Hiring for Customer Service Voice.7042844566,Fresher,1,1,Low
Manager Sales- Real Estate(delhi/ncr)-walk-in(6th May'16),0-2 Years,1,2,Low
HR Business Partner- Mumbai/ Gurgaon - Premium Institute.,3-5 Years,1,3,Medium
Sr. Software Engineer (android),0-2 Years,1,2,Low
Financial Analyst in a Working Capital Consulting Company,Fresher,1,1,Low
Navigation Expert for Water Ways Project - Freelancer,0-2 Years,1,2,Low
Apply for Project Manager / Lead @ Inventum Technologies(noida),Fresher,1,1,Low
Junior Android Developer,Fresher,1,1,Low
Mega Hiring IN International BPO FOR CCE Voice Process 9560898515,Fresher,1,1,Low
